"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","No_report","No_valid_MSinceOldestTradeOpen","No_valid_MSinceMostRecentDelq","No_valid_MSinceMostRecentInqexcl7days","No_valid_NetFractionRevolvingBurden","No_valid_NetFractionInstallBurden","No_valid_NumRevolvingTradesWBalance","No_valid_NumInstallTradesWBalance","No_valid_NumBank2NatlTradesWHighUtilization","No_MSinceMostRecentDelq","No_MSinceMostRecentInqexcl7days"
"9535","Bad",88,272,29,137,5,0,0,100,38.210032051282,"7","8",5,0,20,1.31535714285714,1,1,3,58.5285584415584,1,1.02,0,33,"0","0","0","0","0","1","0","1","0","1","1"
"4295","Good",80,138,4,61,18,0,0,94,39,"6","6",18,2,11,17,1,0,0,68.225,2,1.15,1,29,"0","0","0","0","0","1","0","1","0","0","0"
"4134","Bad",74,73,6,36,16,0,0,94,36,"6","6",16,3,75,1.19,1,1,10,63,2,5,0,88,"0","0","0","0","0","0","0","0","0","0","1"
"1428","Bad",59,179,11,40,28,0,0,100,30.8425,"7","8",28,3,11,0,1,1,62,65,8,1,4,75,"0","0","0","0","0","0","0","0","0","1","0"
"8452","Good",56,447,3,145,14,2,2,78,1,"4","2",18,1,22,0,1,1,32,57.6361111111111,3,1.23,1,43,"0","0","0","0","0","1","0","1","0","0","0"
"6429","Good",75,499,2,88,33,0,0,100,33.8970833333333,"7","8",36,4,53,1,4,4,29,80,7,6,2,72,"0","0","0","0","0","0","0","0","0","1","0"
"7009","Good",84,149,4,63,26,0,0,100,34.995,"7","8",28,4,15,6.39188888888889,0,0,0,64.075,1,1.33117647058824,0,29,"0","0","0","0","0","1","0","1","0","1","1"
"4603","Bad",70,341,26,107,17,3,3,75,6,"0","2",20,0,10,0,2,1,9,51.45,3,1,0,40,"0","0","0","0","0","1","0","0","0","0","0"
"4224","Good",78,174,3,73,28,0,0,100,32.73375,"7","8",28,2,29,13,0,0,20,94,4,3,1,44,"0","0","0","0","0","0","0","0","0","1","0"
"6697","Good",85,221,2,46,62,0,0,100,35.385,"7","8",63,6,16,0,2,2,0,76.585,4,3,0,21,"0","0","0","0","0","1","0","0","0","1","0"
"4959","Good",70,137,32,87,18,0,0,95,4,"4","6",21,0,15,8.62644228324434,0,0,10,47.2044886363636,2,1,0,50,"0","0","0","1","0","1","0","0","0","0","0"
"5714","Good",65,72,11,32,20,0,0,100,29.5,"7","8",21,1,5,6,0,0,48,62.9361111111111,6,1.10833333333333,3,40,"0","0","0","0","0","1","0","1","0","1","0"
"5359","Bad",72,114,3,61,17,1,0,72,7,"4","5",18,1,28,0,0,0,0,100,2,2,0,33,"0","0","0","0","0","0","0","0","0","0","0"
"4326","Good",81,335,10,81,31,0,0,94,11,"4","6",33,1,50,6.51537990196078,1,0,19,34,2,5,0,64,"0","0","0","1","0","0","0","0","0","0","0"
"2221","Bad",63,37,8,21,9,0,0,100,25.81,"7","8",4,3,50,0.625,1,1,81,47,5,7,2,92,"0","0","0","0","0","0","0","0","0","1","1"
"5939","Bad",77,278,0,73,15,0,0,94,38,"6","6",16,2,31,0,0,0,22,71.055,6,1,2,64,"0","0","0","0","0","1","0","0","0","0","0"
"61","Bad",63,174,1,62,11,1,0,79,5,"3","5",14,1,29,0,5,5,37,101,5,2,2,70,"0","0","0","0","0","0","0","0","0","0","0"
"6722","Good",77,138,2,62,27,0,0,100,33.7316666666667,"7","8",38,4,71,0,3,3,40,79,2,4,1,100,"0","0","0","0","0","0","0","0","0","1","0"
"8350","Bad",73,339,7,142,34,0,0,83,11,"4","6",36,3,36,0,6,4,7,66.9958333333333,3,5,0,47,"0","0","0","0","0","1","0","0","0","0","0"
"57","Bad",76,150,11,54,14,0,0,100,34.2516666666667,"7","8",15,1,40,0,0,0,32,96,4,2,0,75,"0","0","0","0","0","0","0","0","0","1","0"
"9472","Good",74,319,2,83,24,1,0,88,9,"3","5",28,3,37,1.47606060606061,1,1,6,100,3,2,0,42,"0","0","0","0","0","0","0","0","0","0","1"
"7906","Good",57,163,6,62,15,4,4,89,4,"1","3",19,3,16,0,2,2,21,67.1182142857143,4,1,0,45,"0","0","0","0","0","1","0","0","0","0","0"
"542","Bad",61,254,14,112,13,0,0,94,7,"4","6",16,0,44,0.404318181818181,4,3,63,77,5,5,3,91,"0","0","0","0","0","0","0","0","0","0","1"
"1216","Good",89,243,7,116,6,0,0,100,37.5755555555556,"7","8",6,2,17,0,0,0,17,66.4597202380952,3,1,0,100,"0","0","0","0","0","1","0","0","0","1","0"
"9591","Good",72,186,4,83,22,1,1,80,12,"6","3",26,1,16,4,1,1,68,27,4,2,2,50,"0","0","0","0","0","0","0","0","0","0","0"
"2425","Good",80,150,9,26,7,0,0,100,34.1616666666667,"7","8",13,3,29,8,0,0,0,88,0,1,0,25,"0","0","0","0","0","0","0","0","0","1","0"
"917","Good",72,197,4,64,24,0,0,100,28.5993333333333,"7","8",24,2,33,4,1,1,25,83,8,3,2,65,"0","0","0","0","0","0","0","0","0","1","0"
"6453","Good",71,157,4,75,39,2,0,95,9,"3","5",44,2,50,4,3,3,10,65,4,4,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"379","Good",84,411,23,91,10,0,0,100,43.2009523809524,"6","8",11,0,36,0,0,0,17,57.32,2,1.26,0,100,"0","0","0","0","0","1","0","1","0","1","0"
"9491","Good",89,237,21,148,20,0,0,100,37.8791987179487,"7","8",20,0,10,6.01113526570048,0,0,3,47.6337222222222,5,1.19,0,56,"0","0","0","0","0","1","0","1","0","1","1"
"5016","Good",80,146,7,72,40,0,0,100,34.04,"7","8",43,1,26,2,2,2,29,70.3680238095238,2,1,0,60,"0","0","0","0","0","1","0","0","0","1","0"
"9859","Good",75,171,2,68,20,0,0,100,28.735,"7","8",21,1,33,0,1,1,21,69,3,2,1,71,"0","0","0","0","0","0","0","0","0","1","0"
"4571","Good",75,278,75,123,6,0,0,83,20,"6","6",6,0,17,0,1,1,7,54.7383333333333,2,1.14,0.32,75,"0","0","0","0","0","1","0","1","1","0","0"
"7238","Good",86,158,3,71,29,0,0,100,34.5389880952381,"7","8",31,6,52,3,1,1,3,93,1,2,0,43,"0","0","0","0","0","0","0","0","0","1","0"
"8942","Bad",66,132,16,66,8,2,2,78,64,"6","2",9,0,56,0,3,3,60,12,2,1,1,100,"0","0","0","0","0","0","0","0","0","0","0"
"9530","Bad",81,205,6,86,22,0,0,100,34.5209523809524,"7","8",25,3,39,0.791071428571429,2,2,46,34,1,2,0,80,"0","0","0","0","0","0","0","0","0","1","1"
"1969","Bad",70,396,3,134,33,0,0,91,46,"6","6",45,2,26,0.633333333333333,5,5,59,39,6,2,2,50,"0","0","0","0","0","0","0","0","0","0","1"
"5940","Bad",64,363,8,150,12,0,0,93,6,"4","6",14,1,36,0,0,0,69,64,4,1,2,83,"0","0","0","0","0","0","0","0","0","0","0"
"6616","Bad",81,169,7,61,18,0,0,100,35.6166666666667,"7","8",18,1,56,0,1,1,29,81,6,4,0,100,"0","0","0","0","0","0","0","0","0","1","0"
"284","Good",84,294,5,119,44,0,0,100,36.225,"7","8",47,3,68,0,2,2,4,67,5,8,2,76,"0","0","0","0","0","0","0","0","0","1","0"
"9073","Bad",55,241,5,89,11,3,2,71,2,"4","3",14,1,64,0,1,1,78,75,3,2,1,83,"0","0","0","0","0","0","0","0","0","0","0"
"7278","Bad",74,195,6,103,22,1,1,96,34,"6","4",23,2,22,2.89,1,0,43,64.0266666666667,5,1.33,2,75,"0","0","0","1","0","1","0","1","0","0","0"
"6068","Bad",77,199,18,64,22,0,0,96,22,"6","6",24,0,46,0,0,0,0,54,1,4,0,63,"0","0","0","0","0","0","0","0","0","0","0"
"5894","Bad",59,208,18,88,28,0,0,96,22,"6","6",28,0,25,0,1,1,82,76,7,2,6,83,"0","0","0","0","0","0","0","0","0","0","0"
"9302","Good",75,108,1,60,37,0,0,97,16,"6","6",39,2,18,0,0,0,12,74.0313333333333,6,2,0,38,"0","0","0","0","0","1","0","0","0","0","0"
"3393","Good",84,391,18,84,27,0,0,100,29.6337450980392,"7","8",22,0,22,3,1,1,11,54.5824812030075,4,1.34,0,33,"0","0","0","0","0","1","0","1","0","1","0"
"9498","Bad",76,153,19,72,20,0,0,100,28.6266666666667,"7","8",20,0,10,0.880757575757576,1,1,19,53.5016666666667,2,1,1,25,"0","0","0","0","0","1","0","0","0","1","1"
"2436","Bad",66,288,10,77,27,0,0,96,26,"6","6",44,1,44,12,0,0,72,86,7,2,3,100,"0","0","0","0","0","0","0","0","0","0","0"
"6958","Good",63,309,23,114,21,2,1,78,14,"6","5",24,0,26,0,0,0,43,72,5,2,1,54,"0","0","0","0","0","0","0","0","0","0","0"
"5090","Good",90,291,12,99,17,0,0,100,32.4515,"7","8",19,0,41,8.57228476064998,0,0,0,49.0730021524369,1,1,0,50,"0","0","0","1","0","1","0","0","0","1","0"
"3016","Good",72,98,2,81,18,0,0,84,16,"6","6",14,1,16,2,3,3,36,60.02,3,1,1,67,"0","0","0","0","0","1","0","0","0","0","0"
"4349","Bad",75,221,12,64,35,0,0,94,9,"4","6",36,0,36,11,0,0,18,59,3,4,0,44,"0","0","0","0","0","0","0","0","0","0","0"
"8093","Good",78,194,5,70,42,0,0,100,31.4820833333333,"7","8",48,3,25,2,4,3,11,94,4,3,0,41,"0","0","0","0","0","0","0","0","0","1","0"
"7079","Good",84,294.325833333333,6,117,53,0,0,100,35.5853333333333,"7","8",58,2,53,8.48474637681159,0,0,9,13,6,2,1,73,"0","1","0","0","0","0","0","0","0","1","1"
"5472","Good",90,243,4,103,19,0,0,100,38.29,"7","8",20,3,30,6.63798527568922,1,0,4,85,2,2,0,29,"0","0","0","0","0","0","0","0","0","1","1"
"1872","Bad",68,160,24,117,7,0,0,33,2,"4","6",22,0,33,5.485,0,0,41,43.7966666666667,2,2,0.58,57,"0","0","0","0","0","1","0","0","1","0","1"
"790","Good",82,212,4,98,29,0,0,100,32.5707023809524,"7","8",29,1,28,3,1,1,18,84,4,3,1,47,"0","0","0","0","0","0","0","0","0","1","0"
"3941","Bad",66,18,3,11,2,0,0,100,35.92,"7","8",2,1,100,0,1,1,68.3393115942029,99,1.20666666666667,2,0.733322368421053,100,"0","0","0","0","1","0","1","0","1","1","0"
"3801","Good",82,270,30,89,12,0,0,100,35.1233333333333,"7","8",12,0,42,0,0,0,44,6,3,2,0,71,"0","0","0","0","0","0","0","0","0","1","0"
"8158","Bad",73,16,16,16,1,0,0,100,34.245,"7","8",1,0,100,0,2,2,39.9072727272727,80.6251515151515,1.32954545454545,1,0.267333333333333,100,"0","0","0","0","1","1","1","0","1","1","0"
"1952","Good",78,253,7,71,24,0,0,100,35.2,"7","8",52,3,52,5.79666666666667,0,0,47,61,3,4,1,70,"0","0","0","0","0","0","0","0","0","1","1"
"5500","Good",59,166,36,102,4,4,1,33,7,"3","2",9,0,33,13,0,0,110,57.9966666666667,1,1,1.01,100,"0","0","0","0","0","1","0","0","1","0","0"
"1033","Good",62,220,3,79,12,0,0,93,10,"4","6",15,1,21,3,1,1,93,65.43,4,1,3,83,"0","0","0","0","0","1","0","0","0","0","0"
"1207","Bad",72,113,18,55,25,0,0,96,31.78,"5","7",25,0,48,0,2,2,52,27,4,4,1,73,"0","0","0","0","0","0","0","0","0","1","0"
"2724","Bad",78,200,28,69,3,0,0,100,38.0725,"7","8",6,0,0,0,1,1,30,53.7342857142857,2,1.18,1,100,"0","0","0","0","0","1","0","1","0","1","0"
"4835","Bad",73,229,13,122,16,0,0,88,3,"4","6",17,0,41,0,0,0,40,56,2,2,0,100,"0","0","0","0","0","0","0","0","0","0","0"
"7523","Good",78,136,1,72,21,1,0,93,63,"6","5",28,4,36,1,3,3,0,73,0,4,0,80,"0","0","0","0","0","0","0","0","0","0","0"
"9044","Good",83,187,5,73,33,0,0,97,46.2003571428571,"6","6",34,4,79,2,1,1,8,86,4,4,0,89,"0","0","1","0","0","0","0","0","0","0","0"
"9806","Good",80,169,3,71,16,0,0,100,34.61,"7","8",16,2,13,5.56591228070176,0,0,33,70.1013333333333,3,1,1,50,"0","0","0","1","0","1","0","0","0","1","0"
"4197","Good",71,178,12,103,28,1,0,90,18,"6","5",31,0,28,1,1,1,56,63.559358974359,7,1,1,89,"0","0","0","0","0","1","0","0","0","0","0"
"2129","Good",84,203,5,106,4,0,0,75,44,"6","6",4,1,25,1.20296167247387,2,2,5,72.005,1,1.11,0,50,"0","0","0","0","0","1","0","1","0","0","1"
"1454","Bad",82,241,4,95,33,0,0,100,30.6161904761905,"7","8",33,4,6,0,2,2,2,63.3933333333333,4,2,0,43,"0","0","0","0","0","1","0","0","0","1","0"
"8407","Good",62,208,4,118,16,1,0,89,1,"4","5",18,2,33,0,1,1,69,66,6,4,3,100,"0","0","0","0","0","0","0","0","0","0","0"
"2139","Good",62,180,27,105,21,1,1,86,1,"4","6",4,0,38,7.6144298245614,0,0,28,24,6,5,0,92,"0","0","0","0","0","0","0","0","0","0","1"
"7644","Bad",77,155,13,70,13,0,0,93,13,"6","6",14,0,64,14,0,0,0,63.725,0,1,0.1625,50,"0","0","0","0","0","1","0","0","1","0","0"
"5830","Bad",56,165,15,93,34,0,0,94,2,"4","6",36,0,39,0,2,2,85,48,16,6,11,96,"0","0","0","0","0","0","0","0","0","0","0"
"6422","Good",69,154,5,55,26,2,0,86,3,"4","5",28,2,14,12,0,0,17,61.91,4,1,0,36,"0","0","0","0","0","1","0","0","0","0","0"
"5485","Good",56,369,4,93,20,1,0,83,0,"4","5",25,1,39,5.615,0,0,88,49,9,4,3,93,"0","0","0","0","0","0","0","0","0","0","1"
"367","Bad",66,198,10,70,37,1,0,78,5,"4","5",40,4,50,0,2,2,1,78,4,3,0,39,"0","0","0","0","0","0","0","0","0","0","0"
"9582","Good",85,375,15,106,28,0,0,100,29.9616666666667,"7","8",28,0,21,16,0,0,9,53.3036428571428,3,1,0,36,"0","0","0","0","0","1","0","0","0","1","0"
"9244","Good",79,173,3,89,12,0,0,100,34.04,"7","8",12,2,25,0,0,0,30,87,4,3,1,80,"0","0","0","0","0","0","0","0","0","1","0"
"6540","Good",77,142,4,71,33,0,0,100,34.43125,"7","8",33,2,55,1,2,2,0,78,2,5,0,78,"0","0","0","0","0","0","0","0","0","1","0"
"4102","Bad",83,75,17,41,16,0,0,100,29.3983333333333,"7","8",16,0,38,2.90357142857143,0,0,4,65,1,3,0,50,"0","0","0","0","0","0","0","0","0","1","1"
"4751","Good",80,139,1,40,12,0,0,100,36.335,"7","8",14,4,36,2,5,5,19,97,5,2,0,88,"0","0","0","0","0","0","0","0","0","1","0"
"6525","Good",79,242,3,71,19,0,0,100,33.97,"7","8",19,5,11,8,0,0,20,69.2666666666667,3,1,0,50,"0","0","0","0","0","1","0","0","0","1","0"
"5155","Good",69,142,3,74,47,0,0,100,33.6071428571429,"7","8",47,1,32,0,7,7,32,80,15,4,1,71,"0","0","0","0","0","0","0","0","0","1","0"
"5116","Good",88,384,33,224,11,0,0,100,35.8022542735043,"7","8",11,0,9,0,0,0,15,53.539,5,1.07333333333333,0,56,"0","0","0","0","0","1","0","1","0","1","0"
"5838","Bad",75,196,4,59,32,0,0,100,29.7294117647059,"7","8",32,5,50,0,0,0,11,84,4,3,0,44,"0","0","0","0","0","0","0","0","0","1","0"
"1016","Good",73,266,9,132,21,0,0,96,27,"6","6",25,4,26,0,3,3,20,67.92,2,2,0,45,"0","0","0","0","0","1","0","0","0","0","0"
"1660","Good",75,178,4,62,38,0,0,95,53,"6","6",39,2,15,0,1,1,15,64.0525,6,1.35,1,43,"0","0","0","0","0","1","0","1","0","0","0"
"6434","Bad",65,148,2,57,33,0,0,91,7,"4","6",36,5,37,5,2,1,35,90,11,2,1,81,"0","0","0","0","0","0","0","0","0","0","0"
"7958","Bad",60,180,2,61,12,8,6,67,30,"6","2",18,3,44,4.345,0,0,46,97,4,1,2,86,"0","0","0","0","0","0","0","0","0","0","1"
"8345","Good",84,128,3,48,23,0,0,100,36.5564950980392,"7","8",23,3,30,0,1,1,14,99,4,3,0,64,"0","0","0","0","0","0","0","0","0","1","0"
"307","Bad",59,192,10,37,17,0,0,88,19,"5","6",18,1,59,0,2,2,49,84,4,3,1.18826023391813,78,"0","0","0","0","0","0","0","0","1","0","0"
"1294","Bad",55,208,6,75,49,1,1,94,1,"4","6",50,1,20,0,0,0,5,60.0266666666667,4,3,1,41,"0","0","0","0","0","1","0","0","0","0","0"
"8377","Bad",61,128,6,76,12,3,2,67,29,"5","3",18,1,56,0,0,0,99,43,3,4,1.44,100,"0","0","0","0","0","0","0","0","1","0","0"
"1729","Bad",55,222,15,93,18,0,0,67,1,"4","6",21,0,19,0,0,0,105,72,11,3,3,82,"0","0","0","0","0","0","0","0","0","0","0"
"9692","Good",72,111,111,111,1,1,0,0,19,"6","5",2,0,0,5.68333333333333,0,0,50.33,42.7283333333333,1.8,1.44,0.84,100,"0","0","0","1","1","1","1","1","1","0","0"
"5315","Good",91,195,29,135,5,0,0,100,36.8183653846154,"7","8",5,0,0,0,0,0,3,52.7884285714286,2,1.09,0,50,"0","0","0","0","0","1","0","1","0","1","0"
"3392","Good",71,207,6,187,22,0,0,100,31.8496231884058,"7","8",3,1,23,0,2,2,79,95,10,1,7,100,"0","0","0","0","0","0","0","0","0","1","0"
"2577","Good",69,217,5,98,32,0,0,91,1,"4","6",38,1,31,17,0,0,24,92,6,3,0,64,"0","0","0","0","0","0","0","0","0","0","0"
"7706","Bad",73,293,12,101,24,0,0,92,12,"6","6",25,0,36,0,2,2,58,60,6,3,1,75,"0","0","0","0","0","0","0","0","0","0","0"
"7495","Good",82,401,10,161,13,0,0,93,3,"4","6",14,3,14,6.09,0,0,5,52.292,2,1.315,0,40,"0","0","0","1","0","1","0","1","0","0","0"
"8753","Good",83,157,2,50,13,0,0,93,44,"6","6",15,2,53,3,2,2,0,67.41525,0,1,0,20,"0","0","0","0","0","1","0","0","0","0","0"
"3677","Bad",55,202,29,71,7,1,1,57,5,"4","6",29,0,43,1,3,3,42,51.235,2,1,0,75,"0","0","0","0","0","1","0","0","0","0","0"
"3779","Bad",57,321,4,105,37,0,0,84,0,"4","6",38,2,50,0,0,0,76,79,13,4,4,90,"0","0","0","0","0","0","0","0","0","0","0"
"1421","Good",76,222,2,80,34,0,0,97,30,"6","6",36,3,22,0,4,4,6,62,6,5,0,55,"0","0","0","0","0","0","0","0","0","0","0"
"1669","Bad",61,149,13,75,4,4,4,100,33.7658333333333,"7","8",8,0,50,0,0,0,91.005,89,1.63,2,1.21,100,"0","0","0","0","1","0","1","0","1","1","0"
"1935","Good",73,197,5,79,40,0,0,100,23.9953333333333,"7","8",6,2,25,1.38666666666667,3,3,31,70,2,6,1,38,"0","0","0","0","0","0","0","0","0","1","1"
"7752","Good",73,261,8,101,14,1,0,82,4,"4","5",17,2,29,4.53083333333333,0,0,18,69.0588571428571,3,2,0,56,"0","0","0","0","0","1","0","0","0","0","1"
"9340","Bad",59,237,6,89,23,0,0,71,10,"4","6",24,1,25,0,0,0,68,58,10,2,4,81,"0","0","0","0","0","0","0","0","0","0","0"
"2754","Good",65,266,5,92,32,0,0,94,53,"6","6",29,1,6,0,1,1,49,66.76,16,1,8,77,"0","0","0","0","0","1","0","0","0","0","0"
"8276","Bad",70,150,22,91,20,1,1,81,7,"4","6",22,0,18,1,1,1,15,50.17,2,1,0,38,"0","0","0","0","0","1","0","0","0","0","0"
"182","Bad",66,133,6,77,23,0,0,100,38.5629166666667,"7","8",26,2,42,0,3,3,105,94,6,2,6,100,"0","0","0","0","0","0","0","0","0","1","0"
"9463","Good",67,210,2,47,5,1,1,86,57,"6","2",7,2,43,1.04,1,1,50,75,2,2,0,80,"0","0","0","0","0","0","0","0","0","0","1"
"2327","Bad",88,264.259409090909,10,98,23,0,0,100,30.0325,"7","8",38,1,29,1.8045,2,2,1,35,6,2,0,73,"0","1","0","0","0","0","0","0","0","1","1"
"6663","Bad",61,391,2,137,16,0,0,71,8,"4","6",17,1,35,0,0,0,62,23,5,2,3,78,"0","0","0","0","0","0","0","0","0","0","0"
"7019","Bad",57,164,8,66,34,19,19,94,28,"6","2",35,1,34,3.67144047619048,0,0,14,68,4,6,0,77,"0","0","0","0","0","0","0","0","0","0","1"
"9378","Good",86,243,5,87,16,0,0,100,36.3633333333333,"7","8",16,4,44,0,1,1,9,100,2,2,0,57,"0","0","0","0","0","0","0","0","0","1","0"
"3732","Bad",62,91,2,41,8,2,2,100,23.781746031746,"0","8",9,3,44,0,0,0,91,73,3,2,2,100,"0","0","0","0","0","0","0","0","0","1","0"
"8314","Good",78,230,8,99,32,1,0,85,24,"6","5",33,1,18,16,0,0,8,88,2,1,0,25,"0","0","0","0","0","0","0","0","0","0","0"
"8422","Good",85,259,12,72,32,0,0,100,33.9753333333333,"7","8",34,0,41,0,1,1,4,62.1493039215686,3,1,0,67,"0","0","0","0","0","1","0","0","0","1","0"
"1339","Bad",74,119,11,39,4,0,0,100,35.67,"7","8",4,1,75,0,0,0,64,75,1,2,0,100,"0","0","0","0","0","0","0","0","0","1","0"
"6896","Bad",72,214,8,54,26,0,0,96,65,"6","6",27,3,30,0,2,2,56,67.51375,10,3,1,76,"0","0","0","0","0","1","0","0","0","0","0"
"8766","Good",68,205,27,104,40,3,1,89,12,"6","4",46,0,70,7.65125,0,0,55,84,3,5,1,90,"0","0","0","1","0","0","0","0","0","0","0"
"1600","Bad",79,116,8,67,46,0,0,100,27.89,"7","8",51,2,25,0,0,0,4,28,6,2,1,45,"0","0","0","0","0","0","0","0","0","1","0"
"6171","Bad",65,79,22,54,6,1,0,75,8,"4","5",8,0,38,0.30875,1,1,77,62.103,4,1,0,100,"0","0","0","0","0","1","0","0","0","0","1"
"2364","Bad",75,146,1,69,16,0,0,100,32.80625,"7","8",20,6,25,0.741794871794872,2,2,43,98,3,2,0,63,"0","0","0","0","0","0","0","0","0","1","1"
"4389","Bad",72,220,7,91,36,0,0,100,29.11,"7","8",36,4,22,0,1,1,44,86,7,2,2,56,"0","0","0","0","0","0","0","0","0","1","0"
"7716","Bad",59,63,1,35,15,0,0,88,37,"6","6",16,2,6,0,1,1,77,71.7833333333333,3,1,3,57,"0","0","0","0","0","1","0","0","0","0","0"
"5510","Bad",54,375,3,99,44,0,0,84,1,"4","6",44,4,45,0,2,2,72,70,10,4,4,64,"0","0","0","0","0","0","0","0","0","0","0"
"918","Good",71,163,5,64,42,0,0,95,2,"4","6",42,3,24,4,3,3,1,67.4883333333333,4,1,0,31,"0","0","0","0","0","1","0","0","0","0","0"
"2606","Good",88,265,18,133,18,0,0,100,33.6453333333333,"7","8",22,0,42,4,3,1,5,56.0015,3,1,0,80,"0","0","0","0","0","1","0","0","0","1","0"
"8840","Good",83,234,1,95,33,0,0,100,30.8704166666667,"7","8",37,4,59,1,1,1,6,71,7,6,1,87,"0","0","0","0","0","0","0","0","0","1","0"
"3730","Bad",60,139,4,71,23,1,1,72,19,"6","4",29,2,38,0,0,0,89,69,11,2,2,81,"0","0","0","0","0","0","0","0","0","0","0"
"773","Bad",69,142,6,43,12,0,0,93,23,"6","6",15,2,87,5,0,0,53,87,2,3,0,100,"0","0","0","0","0","0","0","0","0","0","0"
"7890","Bad",54,131,10,72,9,1,1,67,1,"4","3",12,2,25,0,3,3,91,67.55,1,1,1,50,"0","0","0","0","0","1","0","0","0","0","0"
"6952","Bad",62,77,9,43,9,2,1,64,14,"6","2",11,1,64,0,0,0,61.465,84,1.7625,4,0.86,100,"0","0","0","0","1","0","1","0","1","0","0"
"1786","Bad",65,208,6,65,37,0,0,100,37.6466666666667,"7","8",37,4,14,0,2,2,47,65,13,3,6,73,"0","0","0","0","0","0","0","0","0","1","0"
"3321","Good",85,205.55625,16,99,18,0,0,100,32.8029487179487,"7","8",0,0,0,1,1,1,18,59.3687222222222,4,1.185,0,67,"0","1","0","0","0","1","0","1","0","1","0"
"485","Bad",63,79,10,30,10,0,0,100,30.9813888888889,"7","8",10,1,30,3.18327424242424,0,0,88,70,4,2,2,100,"0","0","0","0","0","0","0","0","0","1","1"
"5299","Bad",71,162,11,51,13,0,0,92,13,"6","6",13,1,15,0,0,0,51,61.8340322580645,3,1,1,50,"0","0","0","0","0","1","0","0","0","0","0"
"3965","Good",65,56,3,21,7,0,0,86,38,"6","6",7,3,43,0,3,3,23,98,3,1,1,80,"0","0","0","0","0","0","0","0","0","0","0"
"3823","Bad",78,266,13,95,16,0,0,100,35.6825,"7","8",16,0,56,0,2,2,51,90,4,2,1,100,"0","0","0","0","0","0","0","0","0","1","0"
"7344","Bad",87,230,3,84,23,0,0,100,32.63375,"7","8",23,2,61,0,1,1,1,64,3,4,1,78,"0","0","0","0","0","0","0","0","0","1","0"
"8368","Bad",69,176,8,73,31,0,0,97,37.385,"6","6",32,4,38,0,0,0,72,96,6,3,4,75,"0","0","1","0","0","0","0","0","0","0","0"
"8849","Good",65,378,3,86,25,1,1,100,39.7045833333333,"6","8",27,4,44,6.56,0,0,59,95,6,2,2,62,"0","0","0","1","0","0","0","0","0","1","0"
"4123","Bad",84,263,41,148,5,0,0,100,41.5735042735043,"7","8",5,0,20,0.953461538461538,2,2,15,58.9832857142857,3,1.08,0,75,"0","0","0","0","0","1","0","1","0","1","1"
"1181","Good",83,227,13,95,18,0,0,100,35.54,"7","8",19,0,37,0,0,0,26,33,2,2,0,50,"0","0","0","0","0","0","0","0","0","1","0"
"7094","Bad",71,293,5,74,22,1,1,91,5,"4","2",23,2,13,0.955,1,1,18,94,6,2,0,47,"0","0","0","0","0","0","0","0","0","0","1"
"5535","Good",85,211,2,92,24,0,0,100,33.2141666666667,"7","8",25,1,44,3,1,1,3,64.215,3,3,0,64,"0","0","0","0","0","1","0","0","0","1","0"
"1540","Good",79,140,15,70,24,1,0,96,18,"6","5",25,0,32,0,3,1,0,74,0,2,0,22,"0","0","0","0","0","0","0","0","0","0","0"
"4561","Good",83,81,10,43,14,0,0,100,36.305,"7","8",14,1,43,19,0,0,17,87,6,2,0,100,"0","0","0","0","0","0","0","0","0","1","0"
"6928","Good",91,320,13,123,5,0,0,100,36.62,"7","8",5,0,20,0,0,0,4,66,2,1,0,60,"0","0","0","0","0","0","0","0","0","1","0"
"5813","Good",83,200,2,98,21,0,0,100,31.0266666666667,"7","8",22,2,36,4,2,2,20,70.2073333333333,1,1,1,29,"0","0","0","0","0","1","0","0","0","1","0"
"1304","Bad",65,56,1,35,37,0,0,100,33.52,"7","8",39,3,13,0,0,0,65,93,15,2,8,62,"0","0","0","0","0","0","0","0","0","1","0"
"7207","Bad",68,21,7,13,7,0,0,100,30.0116666666667,"7","8",7,2,86,2,2,2,19,90,1,5,0.35,100,"0","0","0","0","0","0","0","0","1","1","0"
"321","Bad",69,124,14,66,20,0,0,95,3,"4","6",20,0,60,0,0,0,58,73,3,3,1,86,"0","0","0","0","0","0","0","0","0","0","0"
"4654","Bad",57,85,5,40,18,1,1,89,24.8689285714286,"5","6",18,1,67,0,2,2,75,82,4,3,1,100,"0","0","1","0","0","0","0","0","0","0","0"
"8504","Good",82,238,6,95,52,0,0,94,13,"6","6",53,2,49,0,0,0,0,69,2,3,0,38,"0","0","0","0","0","0","0","0","0","0","0"
